院校名称,年份,省份,科类,批次,最低分,最低位次,平均分,招生人数,院校代码
武警工程大学,2024,陕西,理科,本科提前批A段,590,11117,,3,武警工程大学
兰州交通大学,2024,陕西,文科,本科一批,500,11136,,19,兰州交通大学
南京理工大学,2024,陕西,理科,本科一批,590,11167,,16,南京理工大学
南京理工大学,2024,陕西,理科,本科一批,590,11197,,9,南京理工大学
浙江警察学院,2024,陕西,文科,本科提前批A段,500,11230,,,浙江警察学院
中央民族大学,2024,陕西,理科,本科一批,590,11232,,39,中央民族大学
上海大学,2024,陕西,理科,本科一批,590,11238,,17,上海大学
石家庄铁道大学,2024,陕西,文科,本科一批,499,11242,,13,石家庄铁道大学
暨南大学,2024,陕西,理科,本科一批,590,11261,,36,44003
西安邮电大学,2024,陕西,文科,本科一批,499,11334,,152,西安邮电大学
吉林大学,2024,陕西,理科,本科一批,590,11351,,2,吉林大学
网络空间部队信息工程大学,2024,陕西,理科,本科提前批A段,590,11359,,,网络空间部队信息工程
南京警察学院,2024,陕西,文科,本科提前批A段,499,11455,,,南京警察学院
西安文理学院,2024,陕西,文科,本科提前批C段,499,11455,,,西安文理学院
河海大学,2024,陕西,理科,本科一批,589,11467,,80,河海大学
天津外国语大学,2024,陕西,文科,本科一批,498,11523,,2,天津外国语大学
江南大学,2024,陕西,理科,本科一批,588,11588,,44,江南大学
北京化工大学,2024,陕西,理科,本科一批,588,11622,,103,北京化工大学
陕西科技大学,2024,陕西,文科,本科一批,498,11666,,330,陕西科技大学
哈尔滨商业大学,2024,陕西,文科,本科一批,498,11677,,13,哈尔滨商业大学
陕西学前师范学院,2024,陕西,文科,本科提前批C段,498,11692,,,陕西学前师范学院
长春理工大学,2024,陕西,文科,本科一批,497,11752,,15,长春理工大学
杭州电子科技大学,2024,陕西,理科,本科一批,588,11775,,64,杭州电子科技大学
华东政法大学,2024,陕西,理科,本科一批,588,11779,,8,华东政法大学
西南财经大学,2024,陕西,文科,本科一批,497,11819,,6,50003
上海电力大学,2024,陕西,理科,本科一批,587,11837,,3,上海电力大学
中国石油大学（北京）,2024,陕西,理科,本科一批,587,11854,,117,中国石油大学（北京）
南京信息工程大学,2024,陕西,理科,本科一批,587,11880,,25,南京信息工程大学
东华大学,2024,陕西,理科,本科一批,587,11886,,46,东华大学
哈尔滨工程大学,2024,陕西,理科,本科一批,587,11904,,18,哈尔滨工程大学
南京警察学院,2024,陕西,文科,本科提前批A段,497,11926,,,南京警察学院
延安大学,2024,陕西,文科,本科一批,496,11961,,47,延安大学
中国人民公安大学,2024,陕西,理科,本科提前批A段,587,12013,,,中国人民公安大学
北京交通大学,2024,陕西,理科,高校专项计划批次,587,12013,,,北京交通大学
桂林电子科技大学,2024,陕西,文科,本科一批,496,12099,,34,桂林电子科技大学
南昌大学,2024,陕西,理科,本科一批,586,12123,,5,南昌大学
湖南工业大学,2024,陕西,文科,本科一批,495,12209,,14,湖南工业大学
中国传媒大学,2024,陕西,理科,本科一批,585,12267,,6,中国传媒大学
北京体育大学,2024,陕西,文科,本科一批,495,12291,,2,北京体育大学
山西财经大学,2024,陕西,文科,本科一批,495,12365,,40,山西财经大学
中国石油大学（华东）,2024,陕西,理科,本科一批,585,12389,,105,中国石油大学（华东）
华北电力大学（北京）,2024,陕西,理科,本科一批,585,12422,,15,华北电力大学（北京）
辽宁师范大学,2024,陕西,文科,本科二批,495,12453,,2,辽宁师范大学
河北工业大学,2024,陕西,理科,本科一批,585,12459,,47,河北工业大学
东北石油大学,2024,陕西,文科,本科一批,494,12464,,7,东北石油大学
浙江传媒学院,2024,陕西,文科,本科二批,494,12573,,3,浙江传媒学院
西安外国语大学,2024,陕西,文科,本科一批,494,12600,,75,西安外国语大学
无锡学院,2024,陕西,文科,本科二批,494,12616,,1,无锡学院
中国海洋大学,2024,陕西,理科,本科一批,584,12652,,4,中国海洋大学
集美大学,2024,陕西,文科,本科二批,494,12667,,4,集美大学
济南大学,2024,陕西,文科,本科一批,494,12671,,16,济南大学
中南林业科技大学,2024,陕西,文科,本科一批,494,12677,,17,中南林业科技大学
长江师范学院,2024,陕西,文科,本科二批,494,12696,,2,长江师范学院
陕西中医药大学,2024,陕西,文科,本科一批,494,12716,,353,陕西中医药大学
西安文理学院,2024,陕西,文科,本科二批,494,12733,,57,西安文理学院
陕西理工大学,2024,陕西,文科,本科一批,493,12746,,655,陕西理工大学
西安工业大学,2024,陕西,文科,本科一批,493,12839,,6,西安工业大学
安徽大学,2024,陕西,理科,本科一批,583,12844,,69,安徽大学
中北大学,2024,陕西,文科,本科一批,493,12846,,11,中北大学
江西理工大学,2024,陕西,文科,本科一批,493,12888,,1,江西理工大学
重庆师范大学,2024,陕西,文科,本科二批,493,12892,,10,重庆师范大学
湖南科技大学,2024,陕西,文科,本科一批,493,12944,,28,湖南科技大学
云南中医药大学,2024,陕西,文科,本科二批,492,12973,,2,云南中医药大学
中国人民解放军空军军医大学,2024,陕西,理科,本科提前批A段,583,12979,,,中国人民解放军空军军
中南大学,2024,陕西,理科,本科一批,582,12983,,10,中南大学
北京交通大学,2024,陕西,理科,本科一批,582,13039,,11,北京交通大学
西安外国语大学,2024,陕西,文科,本科一批,492,13085,,49,西安外国语大学
中国药科大学,2024,陕西,理科,本科一批,582,13093,,43,中国药科大学
三峡大学,2024,陕西,文科,本科一批,492,13209,,8,三峡大学
北京交通大学,2024,陕西,理科,本科一批,582,13209,,,北京交通大学
西安财经大学,2024,陕西,文科,本科一批,492,13216,,1076,西安财经大学
华侨大学,2024,陕西,文科,本科一批,491,13251,,8,华侨大学
五邑大学,2024,陕西,文科,本科二批,491,13265,,1,五邑大学
海南医科大学,2024,陕西,文科,本科一批,491,13305,,6,海南医科大学
山西大学,2024,陕西,文科,本科一批,491,13322,,2,山西大学
西安石油大学,2024,陕西,文科,本科一批,491,13346,,237,西安石油大学
西安工业大学,2024,陕西,文科,本科一批,491,13381,,353,西安工业大学
湖南农业大学,2024,陕西,文科,本科一批,491,13426,,13,湖南农业大学
上海大学,2024,陕西,理科,本科一批,581,13449,,9,上海大学
聊城大学,2024,陕西,文科,本科二批,491,13489,,5,聊城大学
河南中医药大学,2024,陕西,文科,本科二批,490,13530,,5,河南中医药大学
湖北师范大学,2024,陕西,文科,本科二批,490,13550,,4,湖北师范大学
西安医学院,2024,陕西,文科,本科一批,490,13555,,12,西安医学院
西安石油大学,2024,陕西,文科,本科一批,490,13561,,19,西安石油大学
西安建筑科技大学,2024,陕西,文科,本科一批,490,13582,,385,西安建筑科技大学
陕西理工大学,2024,陕西,文科,本科一批,490,13604,,49,陕西理工大学
河北中医药大学,2024,陕西,文科,本科二批,490,13619,,9,河北中医药大学
山西中医药大学,2024,陕西,文科,本科二批,490,13682,,10,山西中医药大学
上海外国语大学,2024,陕西,理科,本科一批,579,13772,,5,上海外国语大学
西安工程大学,2024,陕西,文科,本科一批,489,13774,,114,西安工程大学
广西中医药大学,2024,陕西,文科,本科二批,489,13792,,4,广西中医药大学
黑龙江大学,2024,陕西,文科,本科一批,489,13878,,39,黑龙江大学
四川警察学院,2024,陕西,文科,本科二批,489,13914,,2,四川警察学院
广东金融学院,2024,陕西,文科,本科二批,489,13948,,5,广东金融学院
华东政法大学,2024,陕西,文科,本科一批,489,13958,,4,华东政法大学
南昌医学院,2024,陕西,文科,本科二批,488,13999,,8,南昌医学院
陕西科技大学,2024,陕西,文科,本科一批,488,14015,,3,陕西科技大学
合肥工业大学,2024,陕西,理科,本科一批,578,14038,,112,合肥工业大学
成都信息工程大学,2024,陕西,文科,本科二批,488,14058,,2,成都信息工程大学
西安外国语大学,2024,陕西,文科,本科一批,488,14073,,6,西安外国语大学
西安财经大学,2024,陕西,文科,本科一批,488,14108,,3,西安财经大学
天津医科大学,2024,陕西,理科,本科一批,578,14143,,13,天津医科大学
西安财经大学,2024,陕西,文科,本科一批,488,14145,,43,西安财经大学
西安医学院,2024,陕西,文科,本科一批,488,14158,,144,西安医学院
西北政法大学,2024,陕西,文科,本科一批,488,14172,,21,西北政法大学
西安科技大学,2024,陕西,文科,本科一批,488,14176,,178,西安科技大学
大连外国语大学,2024,陕西,文科,本科一批,488,14184,,17,大连外国语大学
华北电力大学（北京）,2024,陕西,理科,本科一批,577,14196,,59,华北电力大学（北京）
西安医学院,2024,陕西,文科,本科一批,488,14197,,2,西安医学院
长沙理工大学,2024,陕西,文科,本科一批,488,14211,,17,长沙理工大学
北京联合大学,2024,陕西,文科,本科二批,488,14219,,3,北京联合大学
西安石油大学,2024,陕西,文科,本科一批,488,14241,,19,西安石油大学
北京体育大学,2024,陕西,文科,本科一批,488,14250,,3,北京体育大学
山西医科大学,2024,陕西,文科,本科二批,488,14276,,2,山西医科大学
西安外国语大学,2024,陕西,文科,本科一批,488,14303,,1277,西安外国语大学
南昌大学,2024,陕西,理科,本科一批,577,14358,,135,南昌大学
郑州大学,2024,陕西,理科,本科一批,577,14366,,129,郑州大学
浙江财经大学,2024,陕西,文科,本科二批,487,14379,,1,浙江财经大学
厦门大学,2024,陕西,理科,本科一批,577,14399,,12,厦门大学
福建警察学院,2024,陕西,文科,本科二批,487,14428,,3,福建警察学院
天津商业大学,2024,陕西,文科,本科二批,487,14457,,7,天津商业大学
河南科技大学,2024,陕西,文科,本科二批,487,14469,,10,河南科技大学
河北医科大学,2024,陕西,文科,本科二批,487,14523,,7,河北医科大学
中国地质大学（武汉）,2024,陕西,理科,本科一批,576,14526,,56,中国地质大学（武汉）
湖南工商大学,2024,陕西,文科,本科二批,487,14557,,4,湖南工商大学
中国矿业大学,2024,陕西,理科,本科一批,576,14573,,204,中国矿业大学
中央民族大学,2024,陕西,理科,本科一批,576,14601,,6,中央民族大学
安庆师范大学,2024,陕西,文科,本科二批,486,14629,,5,安庆师范大学
西藏民族大学,2024,陕西,文科,本科二批,486,14665,,52,西藏民族大学
温州大学,2024,陕西,文科,本科二批,486,14675,,7,温州大学
中央美术学院,2024,陕西,理科,本科一批,576,14683,,1,中央美术学院
西南政法大学,2024,陕西,理科,高校专项计划本科批,576,14713,,,西南政法大学
中南民族大学,2024,陕西,文科,本科二批,486,14814,,7,中南民族大学
南京医科大学,2024,陕西,理科,本科一批,575,14828,,22,南京医科大学
大连海事大学,2024,陕西,理科,本科一批,575,14873,,44,大连海事大学
山东师范大学,2024,陕西,文科,本科一批,486,14904,,,山东师范大学
成都理工大学,2024,陕西,文科,本科二批,486,14904,,,成都理工大学
华东理工大学,2024,陕西,理科,本科一批,575,14925,,22,31006
河南工业大学,2024,陕西,文科,本科二批,485,14939,,8,河南工业大学
山西大同大学,2024,陕西,文科,本科二批,485,14947,,20,山西大同大学
上海戏剧学院,2024,陕西,理科,本科一批,575,14987,,1,上海戏剧学院
哈尔滨工程大学,2024,陕西,理科,本科一批,574,15092,,3,哈尔滨工程大学
临沂大学,2024,陕西,文科,本科二批,485,15103,,9,临沂大学
甘肃政法大学,2024,陕西,文科,本科二批,485,15141,,26,甘肃政法大学
华北理工大学,2024,陕西,文科,本科二批,485,15154,,27,华北理工大学
海南师范大学,2024,陕西,文科,本科一批,485,15169,,41,海南师范大学
成都大学,2024,陕西,文科,本科二批,484,15194,,7,成都大学
西北师范大学,2024,陕西,文科,本科二批,484,15207,,17,西北师范大学
东北电力大学,2024,陕西,理科,本科一批,574,15247,,4,东北电力大学
贵州医科大学,2024,陕西,文科,本科二批,484,15254,,2,贵州医科大学
陆军军医大学,2024,陕西,理科,本科提前批A段,574,15305,,,陆军军医大学
重庆科技大学,2024,陕西,文科,本科二批,484,15341,,8,重庆科技大学
山东财经大学,2024,陕西,文科,本科二批,484,15343,,19,山东财经大学
贵州师范大学,2024,陕西,文科,本科二批,484,15377,,5,贵州师范大学
西南医科大学,2024,陕西,文科,本科二批,484,15465,,15,西南医科大学
盐城师范学院,2024,陕西,文科,本科二批,483,15501,,5,盐城师范学院
河南师范大学,2024,陕西,文科,本科二批,483,15528,,20,河南师范大学
辽宁大学,2024,陕西,理科,本科一批,573,15572,,5,辽宁大学
西南科技大学,2024,陕西,文科,本科二批,483,15596,,11,西南科技大学
天津职业技术师范大学,2024,陕西,文科,本科二批,483,15613,,1,天津职业技术师范大学
嘉兴南湖学院,2024,陕西,文科,本科二批,483,15625,,1,嘉兴南湖学院
四川外国语大学,2024,陕西,文科,本科二批,483,15627,,28,四川外国语大学
中国地质大学（北京）,2024,陕西,理科,本科一批,572,15628,,82,中国地质大学（北京）
云南财经大学,2024,陕西,文科,本科二批,483,15635,,23,云南财经大学
沈阳大学,2024,陕西,文科,本科二批,483,15670,,3,沈阳大学
中国传媒大学,2024,陕西,理科,本科一批,572,15673,,5,中国传媒大学
浙江传媒学院,2024,陕西,文科,本科二批,483,15674,,11,浙江传媒学院
北京电影学院,2024,陕西,理科,本科一批,572,15675,,2,北京电影学院
上海理工大学,2024,陕西,理科,本科一批,572,15688,,42,上海理工大学
南通大学,2024,陕西,文科,本科二批,483,15706,,6,南通大学
北方民族大学,2024,陕西,文科,本科二批,483,15760,,8,北方民族大学
中国药科大学,2024,陕西,理科,本科一批,572,15783,,2,中国药科大学
遵义医科大学,2024,陕西,文科,本科二批,482,15821,,3,遵义医科大学
苏州科技大学,2024,陕西,文科,本科二批,482,15861,,8,苏州科技大学
